#Taxonomy	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283.S145.L001.001	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023.S170.L001.001	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026.S116.L001.001	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224.S144.L001.001	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar	0	0	0	0	0	0.000519835283565051	0	0	0	0	0	0	1.25445330924783e-05	0	0	1.65458817300374e-05	0	0	0	0	0	7.54764450594377e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23783735398111e-05	0	0	0	2.27084350481987e-05	0	0	0	0	0	0	0	0	0	0.00118675488469862	0	0	0	0	0	0	0	0	0	7.40521327014218e-05	0	0	0	0	0	4.56308464522017e-05	0	0	0	0.000166540499621499	0	0	0	2.54249138731043e-05	0	0	0	0	0	0	0	0	0	0	4.68471844842125e-05	0	0	0	0.00112913849421317	0	0	0	0	0.00109176748303334	0	0	0	0.000305088555967693	0	0	0	0	0	0	1.23914201806669e-05	0	0	2.7880781777121e-05	0	0	0	0	0	2.82901437139301e-05	0	0	0.00606419585942348	0	0.00121847203606677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256477237645159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000804253607971047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121050720251786	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43140401424803e-05	0	0	0	0	0	0	0.000141027810684267	0	0.000191474177096207	0	0	0	0	0	0	0	0	3.81693957784648e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000363152160755357	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55131357476944e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21697755162283e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55131357476944e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.63810896700849e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82055621368534e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118739461872759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus grossensis	0	0	0	0	0	1.01928486973539e-05	0	0	5.28101606749139e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135385170810957	0	0	0	0	0	0	0	0	0	0	2.32697036215415e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46166864105602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0	1.25656555502501e-05	0	4.98827754776276e-05	0.000139850360114677	0	0.000129639472626625	0	0	0	0	9.36816017850603e-05	5.01781323699132e-05	0.000875338087042046	1.63286633356193e-05	0	0	0	6.38520675299466e-05	0	1.05505264712709e-05	0	0.000349889201752778	0	0	5.62263673549711e-05	0	0	0	0.000822319239279947	0	0	0	0.000516968039886956	0	0.000223783735398111	3.4611657206147e-05	0	0	2.27084350481987e-05	0	0	0	0	0	0	4.14874638713335e-05	0	0	8.5322246612319e-05	0	0	0	0	0	0	0.000299031139109286	0	0	4.93680884676145e-05	1.28481858361599e-05	0	0	0	0	0	0	0	0	0.00012112036336109	0	0	0	0.000165261940175178	0	0	8.10644925941796e-05	0	0	0	0	0.000203663222495282	0	0.000164412840642854	0	0	0	1.20586532896006e-05	0	0	0	0	1.5308543698238e-05	0	0.000343558282208589	0	0	0	7.340219157972e-05	0	0	0	0.000270404254360269	0	0	0	0.000515297134708258	0	0	0.00110628882648285	0	0	0	0	0	0	0	0	0	0.000590807042419946	0	0	0	0.000624158848426925	0	0	0	0	0	0	0	0	0	4.33745391455216e-05	1.13350411461994e-05	0	0	0.000659549033348448	0.000825545685698247	0.000762327176963859	0	0.000237563548249157	0	0.00068733064569427	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium mortiferum	0	0.000238747455454751	0	0.00303037861026588	0	0.000112121335670893	0.0079598636192748	0.000126212366870225	0.000118822861518556	0	0	0.0119656955007282	0.0051432585679161	0	0.00424545246726103	0	0	0	0.00678108957168033	0	0.00241607056192104	0	0	0	0	0.0116529146343178	0.000262090341401158	0	0	7.47562944799952e-05	0	0	0	0	0	0.016470482925301	0.00179980617471965	0	0.000120342374054184	0	0	0	0	0	0.000736557819788853	0	0.00517210382929292	0	0	0.00978103208892129	0	0	0	0	0	0	0.0144631394282525	0	0	0.00276461295418641	7.70891150169596e-05	0	6.55243586803394e-05	0.00568225057710357	0.000938295875966221	0	0	0.000405844155844156	0	0.00922785768357305	0	0	0	0.0144159261660501	0	0	0.00541974036201086	0	0	0	0	0	0	1.37010700535712e-05	0	0	0	0.00375024117306579	0.000120979124379982	0	0	0	0.00315356000183703	0.000118028917084686	0	0	0	0	0.0123105961306559	0	0	0	0	6.65668164420037e-05	3.71742605420007e-05	0	3.59509628866226e-05	0	0	0.000109413180641161	0	0	0	8.48704311417902e-05	0	0	0	0	0.000400355097564797	0.00708968450903935	0	0	0	0	0	0	0	0	0	0	1.44370975659054e-05	0	0	0.00407720667967903	0	9.4991569498207e-05	0	0.00054962419445704	0	0	0	0	5.76103237700196e-05	0.00453373868217567	0	0	0	0	4.03502400839285e-05	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium varium	1.0415798683443e-05	0	0	2.49413877388138e-05	0.0109083280889448	0.000203856973947079	3.88918417879876e-05	0	0	0	0	0	0.000175623463294696	0.0288468158347676	0	1.65458817300374e-05	0	0	0	0	0	0	0.0151118812376081	0	0	0	0.000159533251287661	0	0	0.0336403325159978	0	0	0	0.0171058980309262	0	8.95134941592445e-05	3.4611657206147e-05	0	0	0.000317918090674781	0.000181404630004326	0	1.14226968987378e-05	0	6.13798183157378e-05	0	0	0	0	0	0	0	0	0	0	0	2.99031139109286e-05	0	0	1.23420221169036e-05	0	0	0	0	0	0	0	0	0	0	0	1.45872536577539e-05	0	0	0	0	1.15806417991685e-05	5.32396315817495e-05	0	0	0	0.00877109611546347	0	0.00994697685889268	0	0	0	0	0	0	0	4.52878039943843e-05	1.5308543698238e-05	0	0.0209079754601227	1.32203434645232e-05	0	0	0.000199234520002097	0	0	3.8242380205744e-05	0.0239758438866105	0.000199700449326011	9.91313614453352e-05	0	0.0191378959099788	1.39403908885605e-05	0	0.035790267089731	0	0	0	0	0	0	0	1.22491976775521e-05	0.000435168584309562	0.000177242112725984	0	0	0	0.0203826873939418	0	1.91776618594661e-05	1.26897111821735e-05	0	1.47396969518307e-05	0	0	0	0	0	0	4.74957847491035e-05	0	0.0280033527075862	0.0260762363922553	0.0218995807200527	0	0.0115931011545588	0	0.0369968937941973	0	0	0	0	0	0	8.13140348024069e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia hongkongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65394072430831e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34421249311091e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37478923745518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis	0	2.51313111005001e-05	0	0	6.99251800573386e-05	1.01928486973539e-05	0	0	0.00017163302219347	0	0	0	0	9.83525940496681e-06	1.63286633356193e-05	8.2729408650187e-05	0	1.29851579644466e-05	3.8311240517968e-05	0	0.000316515794138128	0	4.99841716789683e-05	0	0	0.0224202639827947	0	0	0	1.4951258895999e-05	0	0	0	8.04172506490821e-05	0	2.23783735398111e-05	0.00131524297383359	0	1.5042796756773e-05	0	0	0	0	0	0	0	0.000345728865594446	0	0	0.000457637504556984	0	0	0	0	0	0	0.00197360551812129	0	0	0	0	0	0	0.00134446107404683	0	1.14077116130504e-05	0	0.000588474025974026	2.98373862449649e-05	0.000431491294473883	1.57057373058378e-05	0	3.66932080871831e-05	0.0121531088313438	0	0	0	0	0	0	0	0.000162930577996225	0	0	4.68471844842125e-05	0	1.78622463561017e-05	0.000144703839475207	0.000336053123277728	0	0	0	0	0	4.9079754601227e-05	0	0	0	8.38882189482514e-05	0	0	0	9.01347514534229e-05	0	0	0	0.000455378863230554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331584388226804	0	0	0	0	0	0	0	0.00020079061303884	0	0.0192582953806116	0	4.74957847491035e-05	0	0	2.20145516186199e-05	0.000762327176963859	8.14017379271047e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis	0.000177068577618532	0	0	0	0	4.07713947894157e-05	0	0	0	0	0	0	0	0	0	0	0	0.000402539896897846	0	0	0	0	8.33069527982805e-05	0	0	0.000210848877581142	0	6.42659754503974e-05	0	7.47562944799952e-05	0	0	0	4.59527146566183e-05	0	2.23783735398111e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10262714953887e-05	0	0.000183701118280558	0	0	0	0	1.99354092739524e-05	3.517534911534e-05	0	0	0	0	0	0	0	0	0.000155301763272328	0	0.000208861703714755	0	0.000188468847670054	0.000525141131679139	0.000513704913220563	3.81373708096564e-05	0	0	0	0	8.60412424355408e-05	0.000455900835407477	0	0	0	0	0.00178019301040007	0	0.00082166333238068	0	5.37684997244364e-05	0	0.000193615527965343	0	0	0	0	0	0	0	2.09720547370629e-05	0	0	0	0	0	0	0	4.79346171821635e-05	0	0	1.21570200712401e-05	0	0	0	0	0	0	0	0	0	5.90807042419946e-05	0	0	0.000325006964434952	2.92574460200121e-05	0	0	0	0	0	0	0.000129933878093148	3.76482399447826e-05	0	8.67490782910432e-05	0	4.74957847491035e-05	0	1.3740604861426e-05	1.100727580931e-05	3.4651235316539e-05	7.12265206862166e-05	0	0	1.32178970325821e-05	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55408270119786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33440085401655e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.53107129241327e-05	0	0	0	0	0	0	0	0	0	0	9.68101069751682e-05	0	3.96943534782177e-05	0	0	2.65915013561666e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59748977058526e-05	0	0	0	0	0	0	5.54026851834752e-05	0	0	1.22412505661578e-05	0	0	0	0	0	0	0	0	0	0	9.10954224550216e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.97679498496387e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94793939036613e-05	1.86466277573701e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	0	0	0	0	0	0	0	9.70864360540189e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28439836335983e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55408270119786e-05	0	0	7.54764450594377e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153956686852099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__Pseudorhodoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33971035462133e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49613249749398e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	0	0	0	2.49413877388138e-05	0	0	0	1.94172872108038e-05	1.32025401687285e-05	0	0	0	2.50890661849566e-05	0	0	0	0	0	7.66224810359359e-05	0	0	2.51588150198126e-05	0	0	0	2.81131836774856e-05	0	0	0	1.4951258895999e-05	0	0	0	1.14881786641546e-05	0	0	0	1.80251631277263e-05	0.000105299577297411	1.13542175240993e-05	0	0	0	0	0	0	2.76583092475557e-05	0	0	0	0	0	2.85465522901472e-05	0	0	0	1.99354092739524e-05	0	0	1.23420221169036e-05	8.99373008531195e-05	0	0	7.61015702290657e-05	0	0	0	0.00115665584415584	0	1.51400454201363e-05	0	0	1.22310693623944e-05	2.54249138731043e-05	1.65152766308836e-05	4.59748977058526e-05	0	0	0	0	1.67664269067619e-05	0	0	0	0	0	0	2.41173065792012e-05	1.34421249311091e-05	1.53661759734472e-05	0	0	0.000122468349585904	0.0002065506048982	0	0	0	0	0	0	0	0	0	0	3.71742605420007e-05	0	1.19836542955409e-05	4.18211726656815e-05	0	0	0	0	0	0	0	8.55314926956105e-05	0	0	3.48134867447649e-05	0	0	0	0	0	0	0	0	5.72540936676972e-05	0	0	0	0	1.93760899050572e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.03754920763097e-05	0	0	0.000201751200419642	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19054483504243e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000527597402597403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000403502400839285	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54764450594377e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4611657206147e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43455557468296e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230131942313593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78622463561017e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000476417341591234	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4611657206147e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium thiogangeticum	0	0	0	0	0	0	0	0	0	0	1.11080255484588e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80251631277263e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85445575084798e-05	0	0	0	0	0	0	0	0	0	1.57057373058378e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13869278068777e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90807042419946e-05	0	0	0	0	0	0	0	0	0	5.59398832721102e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075993091537133	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116169965595818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84675617278251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79719800137161e-05	0	0	0	6.38520675299466e-05	0	0	2.51588150198126e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
