#Taxonomy	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283.S145.L001.001	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023.S170.L001.001	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026.S116.L001.001	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224.S144.L001.001	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	0	3.76969666507502e-05	0.0003883339136024	1.24706938694069e-05	0	1.01928486973539e-05	3.88918417879876e-05	0.000184464228502636	0.000356468584555668	0.00122135370403269	0.00477645098583727	0	1.25445330924783e-05	0	0	0	0	0.00266195738271156	0	9.34080597811583e-05	1.05505264712709e-05	0	0	0	0.000285492883070272	7.02829591937139e-05	6.83713934089977e-05	0.000621237762687175	0	0	0	0	0	0	0	0.000469945844336034	0.000415339886473764	0.000270377446915895	0.000135385170810957	5.67710876204966e-05	0	0	0.00262722028670969	0	0	0	0.000912724205169338	0	0.000159549008136999	0	0.000160384923817161	0.000218145077958162	0.000271192246756398	0.000272216866103329	0	0	0	0.00045727953849942	0	3.70260663507109e-05	5.13927433446397e-05	0.000528677967626911	0.00230973364348196	0.000101468760305421	0.000178723023993566	0.000148300250969655	0.00205476179098772	0.000101461038961039	0	0.000310370931112793	0.00158627946788962	5.83490146310154e-05	0.00244621387247887	6.35622846827606e-05	0	0	0	0.000425917052653996	0.00223707230332406	0.00154020552502526	0	0	0	0.000876868483428556	0.00234235922421062	0	0.00142897970848814	4.82346131584025e-05	0	0.00027659116752205	0	0.00101897558987365	0	0.000737680731779286	0	0.000502373051651882	0	0.00300271368241887	0	0.000114764445974637	0	0	0	0.000565817939757031	0.00035935118523934	8.51897601908251e-05	0	0.000209105863328408	0	0	0.000763580830485056	0.000407083248524323	0	2.82901437139301e-05	0.000361975831152197	0	0	0	0.000765896708384828	0.000118161408483989	0.000383337592639918	0	0	0	0.000132373186487345	0	0.00118014313994213	0	5.89587878073227e-05	0	0	0	7.75043596202286e-05	0	0.00216499285892408	0	0.000852575488454707	0	0	0	0	0	0	0	0	0	0	0.000190566936636494	0	0	8.13140348024069e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0	3.76969666507502e-05	1.33908246069793e-05	0	0	5.09642434867697e-05	0	6.79605052378132e-05	0.000158430482024742	0	2.22160510969175e-05	0	0	0	0	0	0	0	0	0	0	1.25794075099063e-05	0	0	0.000203923487907337	1.40565918387428e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000165470764324503	4.54168700963973e-05	2.79084046160501e-05	0	3.42680906962134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28481858361599e-05	0	0.000556957048782885	0	0	0.000410677618069815	0	2.02922077922078e-05	0	3.78501135503407e-05	0	0	0	3.81373708096564e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118028917084686	0	2.64406869290464e-05	0	0	0	1.43455557468296e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65802874278601e-05	0	0	0	0	0.00020888092046859	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93760899050572e-05	0	1.13350411461994e-05	0	0	0	0	0	0	0	0.000115220647540039	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0	0.000640848433062753	0	0.0107372674215593	0	0.00373058262323154	0.00821914256452805	0.00274754614032873	0.000871367651136079	0	1.11080255484588e-05	0.021597867466083	0.00303577700837975	0	0.00989516998138532	0	1.95034423575761e-05	1.29851579644466e-05	0.0125405460628815	0	0.0182840623747125	0.000213849927668407	0	0	0	0.00406235504139666	0.000911618578786636	0	0	0	0	0	0	0	0	0.00185740500380432	0.00321888412017167	0	0.000391112715676099	0.000181667480385589	0	1.39006658418938e-05	0	0	0.00263933218757672	0	0.0101644286484767	0	0	0.0109290041342507	0	0	0	0	0	0	7.97416370958096e-05	0	0	0.00630677330173776	5.13927433446397e-05	0	0.000114667627690594	0.00664620380000507	0.00424467181984719	1.14077116130504e-05	0	0.00140016233766234	1.49186931224825e-05	0.00816048448145344	0	1.45872536577539e-05	0	0.00233909207632559	1.65152766308836e-05	0	0.00458593415247073	0	0	0	0	0	0	0	0	0	0	0.00867017171522284	0.0196927130240748	0	0	0	0.00264837805979517	0.00604898200059014	0	0	1.13869278068777e-05	0	0.0071724427200755	0	0	3.8242380205744e-05	0	0.00529206190713929	0.00572483612346811	0	0	0	0.000529212531752752	0	0	0	0	0.00011316057485572	0	0	5.64111242737068e-05	1.22491976775521e-05	0.000696269734895298	0.000118161408483989	0	0	0	0	0	0	0	1.90846978892324e-05	0	1.86466277573701e-05	0	0	0	0.00199522880069399	1.13350411461994e-05	0.0253627490560213	0	0	1.100727580931e-05	0	0	0	0.000172830971310059	1.32178970325821e-05	0	0	0	0.00276322058122916	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.000677026914423798	0.00212359578799226	0.000133908246069793	0	0	1.01928486973539e-05	0	0.00116503723264823	5.28101606749139e-05	0	2.22160510969175e-05	0	0	0	0	0	0	0.000545376634506759	0	0	6.33031588276255e-05	0.000729605635574564	0	0.010174805525156	0	0	0.00192579424768677	2.14219918167991e-05	0.00670798898071625	0	0.0053107927501231	0.0069188706617565	0	0	0.00395214554613293	0.00199167524504319	0.000173058286030735	0	0.000105299577297411	0.000885628966879747	0.00339087116085009	0.00483743171297905	0.000125649665886116	0	0	0	0	0	0	0.000892005305492426	0	0.000424808836023789	0	0.000317586343787217	0.00246008029219113	0.00148742606108824	0.00203341174594314	0.0003517534911534	0.0105871630647839	1.23420221169036e-05	0.000423990132593278	0	0.000458670510762376	5.07343801527105e-05	0	0.00195071868583162	0.000394227552922062	2.02922077922078e-05	0.000343129941817097	8.32702498107494e-05	0.000329820483422594	0.00177964494624597	0.0017245807800976	1.27124569365521e-05	0.00198183319570603	0	0	0	0.000315484555596983	0.000332684393405456	0.00362154821186057	0	0	5.48042802142847e-05	0	0	0.000285795941697628	0	0	0	0.000532442701904693	0	0	0	0	3.96610303935696e-05	0	0	0	0	0.00976703625264732	0.00103254426555509	0	0	0.00166045030420937	0	0	2.7880781777121e-05	0.00116426756985605	0	0	0	0	0.000933574742559692	0	0	0	0	0	0.00466737563511757	0	0.00707146426786607	0.000371436530782802	0	0	0	0	1.90846978892324e-05	0	0	0.000389801634279444	0	0.000116256539430343	0	5.66752057309968e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma	0	0.00397074715387902	0.00182115214654918	1.24706938694069e-05	0.000909027340745402	0.00163085579157663	0	0.00138833603557247	0.0066804853253766	0	0.00213274090530408	1.70330185063746e-05	0	0.000649127120727809	0	0	0	0	0	0	1.05505264712709e-05	0.00376124284546198	0.00126626568253386	0	0.00104680723792433	1.40565918387428e-05	0.00348694106385888	0	0	0.00121105197057592	0	0	0	0.00097649518645314	0	0.00116367542407018	0.000519174858092205	0	0.00314394452216556	0.0017485494987113	0.00866555963328356	0	0.00318693243474784	0	0	0	0	0	0	0.000814439626753954	0	0	0	0.00702092667158169	1.50925171300069e-05	0	0.00300027909572984	0	0	0	0.00227412889300031	0	0	0	0.000223403779991957	0.0040953684690851	0	0.000588474025974026	0	1.51400454201363e-05	0	0	0	0	0.00444260941370768	0	0	0.00143747005270724	0	0	0	0.00107262630514182	0	0.00150711770589283	0	0	0	0	0	0	0	0.0023096780037136	0	0	0.000736196319018405	0.00227389907589799	0	0	2.09720547370629e-05	0.00113329890399954	0	0.000707484033806264	0.00063094326017396	0.000532534531536029	0.00427503996233008	0.00502619585125868	0.000838855800687862	0.00259291270527226	0.000529212531752752	0.000778049284559369	0	0	0	0.00305533552110445	0	0	0	0.00063695827923271	0.000104440460234295	0.00301311591634172	0	0	0	0.000604653884413583	0	0	0	5.72540936676972e-05	0	0	0	0	0.00389459407091649	0	0.00427331051211716	0	0.00206039076376554	0.00096184234029982	0.00123281489064271	0.000554419765064625	0	0.000142538128949494	0.000288051618850098	0.00121604652699755	0	0	0	9.52834683182468e-05	0	0	0.00105708245243129
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium	0.0139363386384468	0.0261114322334196	0.00416454645277056	0.000611063999600938	0.0653800433536116	0.0341052717413463	9.07476308386377e-05	0.04626168677974	0.0464201312332493	0.0383505063066264	0.0183615662316023	0.000306594333114743	0.000263435194942044	0.00409146791246619	0.000718461186767251	0.00630398093914425	0.000507089501296979	0.00346703717650725	0.000217097029601818	0.0120362957032292	0.000738536852988964	0.026039373545506	0.0303737149902531	0.0466739625543494	0.0584036869366614	0.000196792285742399	0.0255025297415561	0.00134958548445834	0.0254545454545455	0.0321601578852939	0.0279725198715093	0.20421827920991	0.000619519634006862	0.00863911035544425	0.0284152566215184	0.0182831311820257	0.0204554894088329	0.0162586971412091	0.0435940250011282	0.0388314239324197	0.0154891645619078	0.0422580241593572	0.0145753612427894	0	0.000306899091578689	1.98471767391089e-05	0.000124462391614001	0	0.024424293995639	0.00434367800935442	0.0171234492193028	0.00499437415325266	0.0107335036610953	0.00955027505245846	0.0187750913097286	0.0321699124840015	0.0336410031497947	0.00295472932568856	0.0323108231269586	0.000160446287519747	0.0440178846746839	0.0365800159728237	0.00330898011335714	0.00235914867710104	0.0105446584156204	0.0269792379648642	0.00232952644908491	0.00531655844155844	0.0159182455616888	0.000439061317183952	0.00262285813007492	0.0060391230143101	0.00349808583764479	0.000203399310984834	0.0354913294797688	0	1.15806417991685e-05	0.00590959910557419	0.00306880431353429	0.0017619951206289	0.0275975386885301	0.00366593800491507	0.000867975401207779	0.00900160302519627	0.00056216621381055	1.22412505661578e-05	0.00573378108030866	0.000108527879606406	2.68842498622182e-05	0.0346199944681767	0.00498559984510758	0.0473031112721344	1.5308543698238e-05	0.00357037474181174	0.0253742331288344	0.0130220383125554	0.0279549077658848	1.60572924193522e-05	0.000398469040004194	0.0623314397199747	0.0926871807649184	0.00644384106466787	0.0333498580377665	0.00469296055916126	0.0276204755827065	0.00911530434041828	0.016549426582142	0.00393119023057407	0.00719729043183743	0.0254081719488919	0.0219256781324995	0.0621819662120904	0	0.07363924408736	0.00829759982179651	5.13188956173663e-05	0.00865910757601399	0.0288591097283128	0.00718898501279396	0.0289495450785773	0.00460005111167902	0.0468765617191404	0.00696443495217755	0.0277945737190115	0.0415387059197289	3.83553237189322e-05	0.0279808131566926	0.00318714454750181	0.00150344908908673	0	0.00617907775820749	0.0160256008031625	0.00980430149195892	0.000260247234873129	0.00659699394708803	0.000213731031370966	0.0024866785079929	0.0294323756131745	0.0229281555107926	0.029696108666274	0.0104092472374285	0.00128284316054545	0.0539808733725084	0.0184521842574846	0	0	0	0.00209623630300143	0	0.000211148648648649	0.00178890876565295
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus	1.0415798683443e-05	0.00109321203287175	0	0.0333216940190552	0.000139850360114677	0.000234435520039141	0.0632640626417932	9.70864360540189e-06	0.000118822861518556	2.22064309824125e-05	1.11080255484588e-05	0.0625622769739139	0.0962792914847709	3.93410376198672e-05	0.0381111002253356	0.000297825871140673	0	0	0.0974382550506985	0	0.0662889578189952	1.25794075099063e-05	8.33069527982805e-05	2.95779230382443e-05	0	0.0295891258205535	2.27904644696659e-05	0	2.75482093663912e-05	1.4951258895999e-05	1.17236043049075e-05	0	0	0.000195299037290628	0	0.0186188067851229	0.00854907932991832	1.80251631277263e-05	7.52139837838651e-05	2.27084350481987e-05	9.76794161561754e-05	0	1.14226968987378e-05	2.42025267437921e-05	0.0562852933955316	1.98471767391089e-05	0.0431607915808107	0	0	0.01735919890167	0	1.14813198925348e-05	0	0	1.50925171300069e-05	0	0.0174833539332563	0	1.24848621046981e-05	0.0873074644549763	5.13927433446397e-05	2.24969347926345e-05	0.0005405759591128	0.022348494457269	0.00357446047987132	9.12616929044034e-05	2.38925789649735e-05	0.00346996753246753	1.49186931224825e-05	0.0355488266464799	0	2.91745073155077e-05	2.44621387247887e-05	0.054269478662141	6.60611065235343e-05	0	0.07353707542472	0	0	0	0	0.000230818318827986	0	0	0	0	0	0.0819264904495466	1.34421249311091e-05	0	0	0	0.0835540315049829	0.000501622897609914	0.000441717791411043	0	0	0	0.042877365909925	0	0	1.9121190102872e-05	0	0.000299550673989016	8.67399412646683e-05	0	0.000107852888659868	2.7880781777121e-05	0.000423370025402202	1.21570200712401e-05	3.63609919278598e-05	0	2.99226499498796e-05	0.00101844517370148	0	0	0	3.67475930326564e-05	0.00273285870946405	0.00443105281814959	0	0	4.64295663478503e-05	0.00013653474809339	0	0	0	0	1.47396969518307e-05	0	2.88741951318107e-05	0	0	0.040164823248753	0	0.000213731031370966	7.10479573712256e-05	5.4962419445704e-05	4.40291032372398e-05	0.000277209882532312	4.07008689635524e-05	4.75127096498313e-05	0.000460882590160157	2.64357940651642e-05	0	0	0	0.00276322058122916	0	0.000211148648648649	8.13140348024069e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea	0.000260394967086076	0	0	0	0	0	0	0	0	0	0	8.5165092531873e-06	0	0	0	0	0	0.000311643791146719	0	0	0	0	0	0.00464373391700435	0	0	0	4.28439836335983e-05	8.26446280991736e-05	0	0.00018757766887852	0	0	0	0.000133971035462133	0	0	0	0	1.13542175240993e-05	0	4.17019975256815e-05	0	0	0	0	0	0	0	0	0	0.00040184619623872	0	0	0	0.000363208689335501	0	0.00056280558584544	0.000911394933642958	0	0	0	0	0	0	0	0.000310603526544655	0	0.000283455169327167	0	0.000204174584975892	8.75235219465231e-05	3.66932080871831e-05	0	0	0	0	0	0.000516247454613245	0.000332684393405456	0.000217963549787905	0	0	0	9.3694368968425e-05	0	0.000250071448985424	0	0	0	0.000387231055930686	0	0	0	0	0	0	0	0	0	0.000124579544038869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49625187406297e-05	4.64295663478503e-05	0	0	0	0	0	0	0	0.000447550024543066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	0.00485376218648446	0.0146766856826921	0.00216931358633065	0.0731905023195491	6.99251800573386e-05	0.026868349166225	0.0403308399341431	0.022514344520927	0.0189456451421253	0.00146562444483923	0.00311024715356845	0.0170159854878682	0.0402679512268553	0.000206540447504303	0.049459521243591	0	0	0.00120761969069354	0.0187725078538043	1.33440085401655e-05	0.0130510012449621	0.0106799169759104	1.66613905596561e-05	0.00283948061167145	0.0110662479437715	0.0221672453296974	0.00323624595469256	0.000921145648122362	0	0	0.00128959647353983	0	0	0.00014934632263401	2.67942070924266e-05	0.0166271315400797	0.00979509898933961	1.80251631277263e-05	0.0089203784767664	0.00438272796430234	0.0308248328984274	0	0.00278713804329202	0	0.00466486619199607	0	0.0286540083804677	0	0	0.041520907828704	0	0.00282440469356357	0	0.00197357227924914	0	1.72956518731191e-05	0.025527291575296	0.0028140279292272	0.000774061450491279	0.021265304107425	0.0256449789289752	0	0.0485535497821315	0.0113391339641308	0.0161744336714177	0.05	0.00138576957996846	0.00949675324675325	0.0040877219155602	0.0630431491294474	0.00394214006376529	0.00135661459017111	0.000880636994092394	0.0286920153057982	0.00860445912469034	0	0.0180194786395062	0.00202310600010648	0.00103249490922649	0.000640725498410508	0	0	0	0.00448024990751778	0.0109153939848215	0	0.00192912260645899	0.0380812270885588	0.025997069616765	0	0.0033156659164065	0.0100991802907477	0.0298210431241676	0.0338742992033048	0	0.00396610303935696	0	0.00507410440451531	0.0322759922403397	0.00652722786480748	0	0.00713220390837126	0	0.00579131303045432	0.0128994684080742	0.00123525152276696	1.19836542955409e-05	0.000836423453313631	0.00402201524132091	0	0	0.000101770812131081	0	0.00540341744936064	0	0	0	0.0120777089100664	0.0207314313565075	0.0248729764858797	0	9.99500249875062e-05	0.00153217568947906	9.7524820066707e-06	0	0	0	0	2.94793939036613e-05	1.86466277573701e-05	0.00176132590304045	0	0.00385584189110637	0.013055736282802	0.00363854820792999	0.0508204896815408	0.00213143872113677	0	0	0	0	4.75127096498313e-05	0.00276529554096094	1.32178970325821e-05	0	0	0.00172711571675302	0.00781324440209624	0	0	0.000975768417628883
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.00830139155070411	0.000791636299665754	0.000241034842925627	0.00157130742754527	0.000909027340745402	0.000193664125249725	0.000946368150174365	0.000436888962243085	0.000462088905905496	0.00141010836738319	0.00138850319355735	0.00117527827693985	0.000288524261127001	0.000629456601917876	0.000979719800137161	0.00408683278731924	0	0.00971289815740608	0.000523586953745562	0.00148118494795837	0.00104450212065582	0.000264167557708032	0.0018993985238008	0.00619657487651217	0.000679744959691124	0.000646603224582168	9.11618578786636e-05	0.00469141620787901	0.00414600550964187	0.00146522337180791	0.00393913104644892	0.00100435219283562	1.58851188206888e-05	0.00228614755416676	0.00471578044826709	0.000313297229557356	0.000657621486916794	0.000234327120660442	0.000135385170810957	0.000249792785530185	0.000739572722325328	0.00499033903723988	0.00139356902164601	2.42025267437921e-05	0.000368278909894427	0	0.000885065895921782	0	0.000372281018986332	0.000403341529440053	0.000849096655502618	0.00788766676617144	0.000570931045802943	0.000827992967730959	0.00280720818618129	0.00472171296136151	0.0006279653921295	0.005276302367301	0.00431976228822553	0.000802231437598736	0.000436838318429438	0.00166477317465495	0.000458670510762376	0.000558078181679815	0	0.000296600501939311	0.00628374826778802	0	0.00725048485752648	0.00105980317940954	0.0053556564212907	0.00563067991189299	0.00656808424760577	0.000635622846827606	0.000611065235342692	0	0.00126228995610937	0.000159718894745248	0.00447414460664812	0.00391828285566426	0.00328621967372533	0.00229460564011351	0	0.00167153054653568	0.0003747774758737	0	0.00382252072020577	0.00103704418290565	0	0.000215126463628261	0.00999540163121082	0.00131334631583715	0.000428639223550664	0.000177043375627029	0.00049079754601227	3.96610303935696e-05	1.13869278068777e-05	0	0.000796938080008389	0.000286911114936593	0.00363772268593497	7.6484760411488e-05	0.0011717517688945	6.65668164420037e-05	0.000260219823794005	0.0003407590407633	0.00127026735532733	0.000501854071988179	0	0.0016047266494037	0.000509053886990037	0.000203541624262162	0	0.000282901437139301	5.56885894080303e-05	0	0	0.000244983953551042	0.00013925394697906	0.000177242112725984	0.000255558395093279	0.00587206396801599	0.00390008357321943	0.00135559499892723	0.000291221010272159	0	0.00054565758083346	0	0	0	0.0106978892963359	0.00308715567547217	0.00269327649680295	0.00104098893949252	0.000748112715649158	4.74957847491035e-05	7.10479573712256e-05	0.00133283867155832	0.00189325143920131	0.00135139817734502	0.00142453041372433	0.000190050838599325	5.76103237700196e-05	0.000819509616020091	0	0	0	0	0	0	0.000162628069604814
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Kandleria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75656787384718e-06	0	0	0	0	0	0	0	0	0	1.23420221169036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longibaculum	0	0	0	0	0	0	0	0	0	0	4.4432102193835e-05	0	0	0	0	0	0	1.29851579644466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23783735398111e-05	0	0	0	0	0	0	6.85361813924268e-05	0	0	0	1.38291546237778e-05	0	0	7.75656787384718e-06	0	0	0	1.1342369420972e-05	0	0	0	0	0	1.23420221169036e-05	0	0	0	0	0	0	2.38925789649735e-05	0	0	0	1.57057373058378e-05	0	3.66932080871831e-05	0	0	0	0	5.32396315817495e-05	2.86804141451803e-05	1.23216442002021e-05	0	0	0	1.37010700535712e-05	0	0	5.35867390683052e-05	0	0	0	0	0	0	2.95072292711714e-05	0	0	0	0	0	0	0	0	0	3.32834082210018e-05	2.47828403613338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5379422364347e-05	0	0	0	0	0	0	0	1.13350411461994e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena	0	3.76969666507502e-05	0	0	0	0	0	0	2.64050803374569e-05	0	0	1.70330185063746e-05	0.000112900797832305	0	0	0	0	0	0	0	0	1.25794075099063e-05	0	0	0	8.43395510324567e-05	0	0	0	0	0	0	0	0	0	2.23783735398111e-05	0	0	0	0	2.79084046160501e-05	0	0	0	6.13798183157378e-05	0	0	0	0	0	0	0	0	0	0	0	1.99354092739524e-05	0	0	0	0	0	0	0	0	0	0	0.000405844155844156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47828403613338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106181134571533	0.000177242112725984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000381133873272987	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massiliomicrobiota	0	0	0	2.49413877388138e-05	0.000419551080344032	4.07713947894157e-05	1.29639472626625e-05	0	0	0	0	0	0	0.00135726579788542	0	0	0	0	0	0	0	0	0.00141621819757077	0	0	1.40565918387428e-05	0	0	0	0.00062795287363196	0	0	0	0.0018725731222572	0	0	0	0	0	1.13542175240993e-05	1.39542023080251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23216442002021e-05	0	0.0012491344313044	0	0.000630249222464274	0	0	0	0	0	0	0	0	0	0	0.00049079754601227	0	0	0	1.04860273685314e-05	1.43455557468296e-05	0	0	0.000225336878633557	3.32834082210018e-05	0	0	0.00125828370103179	0	0	0.000778049284559369	0	0	0	0	0	0	0.000197438934957974	0	6.96269734895298e-05	0	0	0	0	0.00237960560962765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197864710004534	0.000396261929135158	0.0022176790602585	0	0.000332588967548819	0	0.000462626396140374	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0	0	0	0	0	1.01928486973539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32697036215415e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27124569365521e-05	0	0	0	0	0	0	0	0	0	0	4.68471844842125e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48134867447649e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237478923745518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
