Blinded.Mouse.Letter	Fecal.Pellet.Number	Fecal.Pellet.Section	Initials	Measurement.Number	Measurement	Mouse.ID	Reembedded
Z	3	6	PV	3	12.812	M24	Yes
Z	3	6	PV	4	15.44	M24	Yes
Z	3	6	PV	5	15.783	M24	Yes
Z	3	5	MA	4	14.037	M24	Yes
Z	3	5	NS	1	19.945	M24	Yes
Z	3	5	NS	2	5.439	M24	Yes
Z	3	5	NS	3	5.717	M24	Yes
Z	3	5	NS	4	16.548	M24	Yes
Z	3	5	NS	5	12.487	M24	Yes
Z	3	6	NS	1	7.276	M24	Yes
Z	3	5	PV	3	17.171	M24	Yes
Z	3	5	PV	4	17.072	M24	Yes
Z	3	5	PV	5	20.063	M24	Yes
Z	3	6	NS	5	4.392	M24	Yes
Z	3	6	PV	2	19.064	M24	Yes
Z	3	5	MA	1	29.873	M24	Yes
Z	3	5	MA	2	28.296	M24	Yes
Z	3	5	MA	3	23.566	M24	Yes
Z	3	5	PV	2	14.634	M24	Yes
Z	3	6	PV	1	10.412	M24	Yes
