#Taxonomy	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum variabile	0.000108527879606406	0	5.95415302173266e-05	0.000136331221947229	6.79744959691124e-05	4.53694776838882e-05	9.06803291695949e-05	1.27704135059893e-05	2.50988266298551e-05	0	7.86820752397344e-05	0	0	0.00068152810993668	0	9.08358029317255e-05	0.000126509326548685	0	9.75827362199236e-05	0.000155512357678423	0	0	1.01752172408881e-05	0	0	0	1.65458817300374e-05	0	0	1.29851579644466e-05	0.000518492913930176	0.000107126596855834	5.43101926654085e-05	0.000187060408041103	0.0002712652586708	0	0	0.000189250567751703	4.25948800954125e-05	0	7.99588782911645e-05	0	0.000353260250245003	0.000188167996387174	0	1.19836542955409e-05	0	0.000223298802924243	8.37252138481504e-05	4.22021058850837e-05	0	0.000239224911287429	0	0	0.000185130331753554	2.28154232261008e-05	0.000145227941856013	2.20145516186199e-05	0	0	2.02922077922078e-05	0	0	0	0	4.37617609732616e-05	0	0	0	0	5.54026851834752e-05	0	5.02626222010002e-05	0	1.23216442002021e-05	5.73608282903605e-05	0	4.84038819913357e-05	3.81373708096564e-05	0	0.000260320331017852	0	0.000146990372130625	0	0	0.00010415798683443	2.98373862449649e-05	0	0	0	0	0	0	2.38925789649735e-05	0.000156660690351442	0	6.88879193552091e-05	0	0	0	0.000160834501298164	0.00118930729764489	0	7.77836835759752e-05	0	3.26573266712387e-05	0	4.64295663478503e-05	6.6101717322616e-05	0.000111594688092847	0.000217195693319681	4.95458298926507e-05	0	0	0.000133848330720104	2.14219918167991e-05	8.60733344809778e-05	0	0.000938586032825144	0	0.000760864700353578	0.000212954165711103	0	0	0	0	8.13140348024069e-05	0	0.000632384756199035	0	0.000190566936636494	4.52878039943843e-05	0	0.000211685012701101	0.000223413762287757	0.00128063131662744	0	0	0	5.90841949778434e-05	2.37512766311189e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	4.82346131584025e-05	0	0	0	0.00021751838710116	0.000272216866103329	0.00216499285892408	0	0	0	0	0	0.00118015811580777	0.00035935118523934	0.000528677967626911	5.67723768323285e-05	7.02829591937139e-05	0	0.000209105863328408	0.00477645098583727	0	0	0	0	0	0.00122135370403269	0	0	0	0.00266195738271156	0	0.0003883339136024	0	1.24706938694069e-05	7.75043596202286e-05	0	0	0.000310370931112793	8.51897601908251e-05	0	0.00262722028670969	0	6.83729516603232e-05	1.25445330924783e-05	9.34080597811583e-05	0	0.000361975831152197	0.00015533829768643	0	1.05505264712709e-05	0	0	0.000271192246756398	0.000407083248524323	3.70260663507109e-05	1.14077116130504e-05	0.00017163302219347	0	0.000132373186487345	0	0.000101461038961039	0.00027659116752205	0	0	0	5.83490146310154e-05	0	0.000160384923817161	0	0.00142897970848814	0	0	3.76969666507502e-05	0	0.00154020552502526	0.00223707230332406	0	0	6.35622846827606e-05	0	0.000876868483428556	0.00045727953849942	0	0	0	0	0	0	0	0	0	0.000763580830485056	0.00158627946788962	0.00205476179098772	0.000765896708384828	0	0.000218145077958162	0	0.00244621387247887	0.000270377446915895	0	0.000912724205169338	2.82901437139301e-05	3.88918417879876e-05	1.28481858361599e-05	0	0.000852575488454707	0	0.000502373051651882	0	0	0	0.000159549008136999	5.89587878073227e-05	0	0.000621237762687175	1.43455557468296e-05	0	0.000101468760305421	0	0.000469945844336034	0.00230973364348196	0	0.000135385170810957	0	0	8.13140348024069e-05	0.000383337592639918	0.000565817939757031	0.000425917052653996	0.000190566936636494	0.00101897558987365	0	0	0.000178731009830206	0.000415339886473764	0	0.000737680731779286	0	0.000118168389955687	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__[Eubacterium] dolichum	0	0	0	0	6.79744959691124e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01928486973539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91259308162057e-05	0	0	0	0	0	0	0	0.000136892539356605	0.000184835562362198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85445575084798e-05	0	0	0	0	0	0	0	0	0	0	0	0.000100418890227807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0	0	0	0	0.000203923487907337	0	1.13350411461994e-05	0	0	0	0	0	0	0	0	4.54179014658628e-05	1.40565918387428e-05	0	0	2.22160510969175e-05	1.25794075099063e-05	0	0	0	0	0	0	0	5.09642434867697e-05	0	0.000115220647540039	1.33908246069793e-05	0	0	1.93760899050572e-05	0	0	3.78501135503407e-05	0	0	3.42680906962134e-05	0	0	0	0	0	0	6.79605052378132e-05	2.79084046160501e-05	0	0	0	0	0	0	0.000410677618069815	0.000158430482024742	0	0	0	2.02922077922078e-05	0	0	0	0	0	0	0	0	0	0	0	3.76969666507502e-05	0	0	0	0	0	3.81373708096564e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020888092046859	0	0	0	0	0	0	0	5.65802874278601e-05	0	1.28481858361599e-05	0	0	0	2.64406869290464e-05	0	0	0	0	0	0	0	1.43455557468296e-05	0	0	0	0	0.000556957048782885	0	0.000165470764324503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118028917084686	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.00864605440864364	0	0	0.00715214564369311	0	0	1.13350411461994e-05	0.0125150052358695	0	1.13869278068777e-05	0	1.90846978892324e-05	0	0.00572483612346811	0	0.000181671605863451	0.00403424185771918	0	0	1.11080255484588e-05	0.000213849927668407	0	0	0	0	0	0	0	0.00372038977453419	1.29851579644466e-05	0.000172830971310059	0	0	0.0106998553399511	0	0	0	0.00813777441332324	0	0.0214786363365384	0	0	0.000900243863527589	0.00301068794219479	0	0	0	0.00271842020951253	0	0.0182102086894136	0.00456277286887239	7.97416370958096e-05	0	0	0.00629443127962085	1.14077116130504e-05	0.000871367651136079	1.100727580931e-05	0	0	0.00140016233766234	0	0	0.00263306951609693	0	1.45872536577539e-05	0	0	0	0	0	0	0.000640848433062753	0	0	0	0	0	0.00233909207632559	1.32178970325821e-05	0	0	1.22491976775521e-05	0	0	0	1.49186931224825e-05	1.39006658418938e-05	0	0	0	0	0	0	0.000696269734895298	0	0	0	0	0	0	0.0101091120299816	0.00011316057485572	0.0081672867754774	5.13927433446397e-05	0.00986251265471409	0	0	0	0	0.0108985696112197	1.65152766308836e-05	0	0	3.8242380205744e-05	0	0	0	0.00664620380000507	0.00195185426154847	0.00183502663026451	0.000114667627690594	0	0.000391112715676099	0	1.86466277573701e-05	0	0	0.00529206190713929	0	0.00276322058122916	0	0	0.000529212531752752	0.00424486148346738	0.00321888412017167	0.00263933218757672	0.00601947477131897	0	0.000118168389955687	0.0252476070588794	0	0	1.95034423575761e-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	2.41173065792012e-05	0	0	2.09740341457276e-05	0	0	0	2.55408270119786e-05	0	0	0	0	0	0	0	0	2.81131836774856e-05	0	0	0	0	0	0	0	0	0	0	0	1.01928486973539e-05	0	0	0	0	3.74120816082207e-05	0	0	0	2.27100681302044e-05	0	0.000119231129544622	0	0	1.13954919433872e-05	2.50890661849566e-05	0	0	0	2.91259308162057e-05	0	7.38536852988964e-05	2.3161283598337e-05	0	0	0	1.23420221169036e-05	0	0	0	0	0	0	0	0	1.5308543698238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53166184951114e-05	0	5.18557890506501e-05	0	3.26573266712387e-05	0	0	0	0	3.10279561885259e-05	0	0	0	0	0	0	0	0	4.33745391455216e-05	2.23783735398111e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95072292711714e-05	0	0	0.000118756383155595	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0	0	0	0	0	5.67118471048602e-05	1.13350411461994e-05	0	0	0	0	0	0	0.000223045563252004	0	0.000102190278298191	0	0	0	1.11080255484588e-05	5.03176300396251e-05	0	0	0.000527562193720838	0.00144931822887397	0	0	0	0	0.000103881263715573	0	0	0	0	0	0	0	0	0	0	1.14226968987378e-05	0	0.000159536887207421	0	0	0	0	0.000126212366870225	0.000376763462316677	0	0	0.000219289502013476	0	0	0	0.000228154232261008	0	0	0	0	0	0	0	0	0.000649675162418791	0.0001896342975508	0	0	0	1.78622463561017e-05	0	0.000522487038302319	0.000226181799904501	0.00068870523415978	7.39298652012124e-05	2.86804141451803e-05	0	2.42019409956679e-05	0	0	0	0	0	0.0013454925997907	0.000256572791210118	6.24947921006583e-05	0	0.000556026633675753	0	0.00132339538309799	7.21854878295267e-05	0	0	2.38925789649735e-05	0	0.000242139126223667	5.74065994626742e-05	0.000385627818855524	0.000171234971073521	0	0	0	0.00011316057485572	0	7.70891150169596e-05	0	0	4.64295663478503e-05	0	0.00111594688092847	8.53268795184461e-05	0.000115606936416185	0	0	3.8242380205744e-05	0	0	0	0	0	0.0002014053618583	0	0	0	0	0	0	0	0	0	0	0	0	0.00010584250635055	0	0	0	0	0	0.000590841949778434	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus cateniformis	0	0	0	0	0	0.000260874496682357	4.53401645847974e-05	0	0	0	0	1.90846978892324e-05	0	0.00143740474095736	0	0.000783458800286133	0	0	2.7880781777121e-05	1.11080255484588e-05	0.000679288005534939	0	0	0.00478323055640226	0.00872548729628205	0	0	0	1.01928486973539e-05	0.000441495370791186	0	0.000133908246069793	0	0	0.000116256539430343	0	0	8.32702498107494e-05	0	0	0.000114226968987378	0	0.00176630125122502	0	0	0	0	0.001038824865778	0.00301410769853341	6.33031588276255e-05	0	0.00181412224392967	0	0	1.23420221169036e-05	0.00172256445357061	5.28101606749139e-05	0	0	0	2.02922077922078e-05	0	0	0	0.00642178910544728	0.00159001064869517	0	0	0	0.000267933695341526	0	0.00342965850783061	0.00189741398808776	0.00601928374655647	0.000258754528204244	0.000286804141451803	0	0.000508240760909025	1.27124569365521e-05	0	5.48042802142847e-05	0.0003517534911534	0	0.00842178701350476	0.00220350750098101	0.00061453212232314	0.000343129941817097	0.0042814050793033	0	0.00926376768168596	0.000317616146449918	0	0.000329820483422594	0.000370334973957089	0	0.00124528693486458	0.000367402236561115	0.00323592039300505	0.00155334580902408	0	0	0	0.000820414167703972	0	0.000346901017576318	0	0	0.000325006964434952	3.96610303935696e-05	0.00580292378082803	0.000806726860901672	0.00186622625928984	0	0	0.000994301885349344	2.14219918167991e-05	0	0	5.07343801527105e-05	0	0.00179026988318489	0.000458670510762376	0	0.000105299577297411	0	0	0	0	0	0	0	0	0	0.0010584250635055	0	0.000173058286030735	0	0	0	0.0040768094534712	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma	0	0	0	0	5.43795967752899e-05	0.000589803209890546	0.000317381152093582	0	0	0	4.9176297024834e-05	1.90846978892324e-05	0	0.000247828403613338	0	0.000113544753664657	0	9.99683433579366e-05	0.000139403908885605	8.88642043876701e-05	0.000163532297628782	4.9079754601227e-05	0	0	0	0	0	0	0.000112121335670893	0	0	0.000174080719890731	6.78877408317606e-05	1.24706938694069e-05	0.000329393528385972	0	0.000209775540172016	0	0.000298164160667888	0	0.000331258210063396	2.7481209722852e-05	0.000307678282471454	0	0	4.79346171821635e-05	0	6.79605052378132e-05	0.000502351283088902	0	0	0.000229257206650453	0	0	0	0.000296600501939311	0.000739342249448794	7.70509306651697e-05	0	4.87624100333535e-05	2.02922077922078e-05	0	0	0	0	0	7.47562944799952e-05	0	0	0	0	0	0.000276444422105501	0	0	0	0	0	0	3.96536910977463e-05	6.85053502678559e-05	0	3.67475930326564e-05	0	0	0	0	0	8.5099140498681e-05	0	0	0	0	0	0	0	0	0	0	0	5.74408933207729e-05	0	0.00014145071856965	0	0.000205570973378559	0	7.10479573712256e-05	0	0.000264406869290464	0	4.65419342827888e-05	0.000313790255986788	0	0	0	0	7.17277787341482e-05	0	0	0	8.95134941592445e-05	0	0	0.000255727544865141	0	0	8.13140348024069e-05	0	0	0.000212958526326998	0	4.52878039943843e-05	0	0	0	0	0	0	0	0.000354505169867061	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa	0	0.00063094326017396	0	2.09740341457276e-05	0.000992427641149041	0.00643112346169115	0.00395592936002358	0	0	0	0.000599950823702975	3.81693957784648e-05	0	0.00402721155871674	0	0.00163504445277106	1.40565918387428e-05	0.00116629733917593	0.00245350879638665	0.00204387670091641	0.0035977105478332	0.000687116564417178	0	0	0	0	0	0	0.00151873445590574	0	0.000288051618850098	0.00164707142665845	0.00100473856431006	0	0.00356520054253052	0	0.000699251800573386	1.51400454201363e-05	0.00472803169059079	1.70330185063746e-05	0.00285567422468445	0.000934361130576968	0.00317934225220503	0	0	0.000790921183505698	0	0.00132037553033466	0.00816320835019466	1.05505264712709e-05	0	0.00277102188907938	0	0	0	0.00379876796714579	0.00594114307592781	0.00115576395997755	0	0.00055589147438023	0.000568181818181818	0	0	0	0	0	0.00113629567609593	0	0	0	0	0	0.00369430273177352	0	0	0	0.000554419765064625	0	0	0.00117639283589981	0.00143861235562497	0	0.000600210686200054	0	1.50925171300069e-05	0	0	0	0.000692950144060688	0	0	0	0	0	0.000104440460234295	0	0	0	0	0	0.000919054293132367	0	0.0029138848025348	0	0.00206855791962175	0	0.00198934280639432	0	0.00200949220660753	0	0.000767941915666015	0.00412881915772089	0	0	0.000707484033806264	0	0.00106157112526539	0.000308451573103023	0	0	0.00107416192991093	0	0	0.00288821697730042	0.000142538128949494	0	0.000975768417628883	0	0.000532534531536029	0.00122451152638024	9.52834683182468e-05	0.00226439019971922	0	0.000529212531752752	0.000223413762287757	0.000519174858092205	0	0	0	0.00265878877400295	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium	1.20586532896006e-05	0.00144215602325477	0	4.19480682914552e-05	0.00262381554440774	0.000623830318153462	0.000464736686994174	2.55408270119786e-05	0.000840810692100144	0.00115007970849465	5.90115564298008e-05	5.72540936676972e-05	0.00187810108752205	0.00169762456475137	0.00182225171820339	0.00277049198941763	0	0.00126626568253386	5.57615635542421e-05	0.00133296306581505	0.000943455563242971	0.00107975460122699	0.000559636948248845	0.00230955004806678	0.00412612026383507	0.00323103570794102	9.92752903802244e-05	0	0.00138622742284014	0.000246718001324486	0.00190114068441065	0.000200862369104689	0.000203663222495282	8.72948570858483e-05	0.000581282697151715	0	0.00321655828263758	3.02800908402725e-05	0.000468543681049538	2.55495277595619e-05	0.00103946541778514	0.00125039504238977	0.0017776967431684	2.50890661849566e-05	0.000720576461168935	0.000731002912027994	0.000111377178816061	0.00327181289502044	0.000809343733865454	0.000126606317655251	0	0.00241218452214824	0.000256918970611324	0.00325666598819459	4.93680884676145e-05	0.00211042664841433	0.00470010430006733	0.00123281489064271	0.00161495287514561	0.00144336733698726	4.05844155844156e-05	0.00150588524539783	1.71062985391221e-05	0	0.00302348825587206	0.0001896342975508	0.00142036959511991	0.00107552243030332	0	0.000160760217204916	1.84675617278251e-05	0.00243827284541082	0.00143248473272851	0.00104683195592286	8.62515094014145e-05	0.000172082484871082	0.00166325929519387	0.000217817468961011	2.54249138731043e-05	0.000489062190205538	0.00034252675133928	0.00010552604734602	0.00134741174453073	0.00814770518762147	0.000965921096320444	0.000677026914423798	0.00101447113232881	0.00378098110899512	0.00126433008740897	0.00307127607775572	0.000158808073224959	0.000909024798196495	0.000125645898446703	5.97314474124337e-05	0.000261101150585737	0.00188522605416998	0.000264070357528301	0.00226346763241286	0.000183466040435915	0.000702981361981326	0.000436550789237874	4.14874638713335e-05	0.00446984270680095	2.59278945253251e-05	0.00286514544146367	4.8985990006858e-05	0	0.000557154796174204	0.0010840681640909	0.0175203660305769	0.00031803655093239	0.00189925681255161	0.00146253257458916	8.8438181710984e-05	7.6484760411488e-05	2.14219918167991e-05	0.00284042003787227	0	7.61015702290657e-05	0.000130123617436565	0.000760864700353578	0.000131048717360679	0	0.00347488605081457	0	0	8.13140348024069e-05	0	3.32834082210018e-05	0.000212958526326998	0	0.00221910239572483	0	0.00010584250635055	8.93655049151028e-05	0.000311504914855323	0	2.95072292711714e-05	0	0.00259970457902511	0	0	0	1.95034423575761e-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium] innocuum	9.64692263168049e-05	0.0292937942223624	1.98471767391089e-05	0.000325097529258778	0.00745000475821472	0.00622696081211365	0.0035138627553218	0.000140474548565883	0.00588567484470101	0.0267934411295832	0.0023112859601672	0.00309172105805565	0.0261030671421139	0.0238039181670611	0.0347577642546203	0.031111262504116	0.000168679102064913	0.0269914527066429	0.00280201856860066	0.0132629825048598	0.0215485250644695	0.0241472392638037	0.00776369075479762	0.023705127904523	0.0402259753320122	0.0351083673831942	0.0022998775604752	0	0.0271843274758429	0.00218150653802703	0.049890540384837	0.00283885481667961	0.00263404434427231	0.0003616501222128	0.00639410966866886	0	0.061114607370114	0.000166540499621499	0.00762448353707884	0.00012774763879781	0.0113541607173454	0.0256674498811438	0.0216400392004923	0.000188167996387174	0.0113157192420603	0.0152192409553369	0.00815837834827644	0.0358540208347492	0.00600030699245078	0.000538076850034817	0	0.0270822534986643	0.0104623114143389	0.0589253002238958	8.63941548183254e-05	0.00968514715947981	0.0205299499623728	0.018855463461348	0.0399237530445833	0.024937096491057	0.00446428571428571	0.0331141092227788	3.42125970782442e-05	1.5308543698238e-05	0.0419790104947526	0.00239230959987163	0.0261946055857903	0.0160479267889995	0	0.00314375535867391	0.000849507839479953	0.0228420615462937	0.0181825035812118	0.0223278236914601	0.00094876660341556	0.00200762899016262	0.0276170345472816	0.00275902127350614	0.000127124569365521	0.013125371753354	0.00598736761341061	0.00165324140842098	0.01115901908425	0.0810285543429511	0.0157113103323372	0.00311432380634947	0.00134268238102342	0.0345709559487899	0.0190743644917758	0.0266801503177397	0.00203563075679265	0.021016653334303	0.000816698339903567	0.00161274908013571	0.00421243189611656	0.0279151821232142	0.00208960022044134	0.0230873698506111	0.00223828569331817	0.0155557157792278	0.00475610596696	6.91457731188892e-05	0.0598053638112482	5.18557890506501e-05	0.0279062596361394	6.53146533424774e-05	0.00156305506216696	0.00482867490017643	0.0100078000026441	0.186363129115054	0.00104719352136275	0.0299587118084228	0.0229484656703717	0.00141501090737574	0.00535393322880416	0.000814035689038367	0.00427497561255523	0.0154225786551511	0.00172496892519216	0.000130123617436565	0.0138745915946829	0.00191658749139993	0	0.0167426327902884	0.000760203354397301	0	0.000975768417628883	0.00460005111167902	0.00449326010983525	0.0050577650002662	0.00190566936636494	0.0186812191476835	0.000619519634006862	0.00698560541913633	0.00125111706881144	0.0163020905440952	0.000306899091578689	0.0026851578636766	0	0.0228064992614476	9.50051065244757e-05	1.22414004162076e-05	3.83553237189322e-05	0.000487586058939403	0	0	0.000211148648648649	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium] spiroforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000597903819550283	0.000813392883551717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112443778110945	0	0	0	0	0	0	0.000991385662419785	0	0.000550964187327824	0	0	0	0	0	0	0	0	0	0.00171924054417701	0.00105647619910049	0	0	0.0011259539331934	0	0.000524364208397318	0	0	0	0	0	0.000639939119305407	0	0.000553292087923143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53671900763552e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4611657206147e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	0	0.00261390779214926	0	3.14610512185914e-05	0.0483298666340389	0.00269948392219135	0.00261839450477205	5.10816540239573e-05	0.0092991152663613	1.13869278068777e-05	0.00172117039586919	3.81693957784648e-05	0	0.00211893285089404	0	0.00495055125977904	2.81131836774856e-05	0.00211599660107633	0.00107341009841916	0.00376562066092752	0.00354739291779357	0.000147239263803681	0.00208591953438206	0.00135993809936927	0.00150847407495046	1.11032154912063e-05	0.00390482808828882	0	0.00553471684266319	0.00103881263715573	0.00218919230326074	0.00112482926698626	0.000828230438147479	0.00016211902030229	0.00282890912613835	0	0.00104887770086008	0.00024224072672218	0.0010222771222899	0.000153297166557371	0.00218173510765892	0.00251453068964096	0.00208537502563986	5.01781323699132e-05	0	0.000599182714777044	2.78442947040151e-05	0.00713585304997039	0.00867951383559159	7.38536852988964e-05	1.15806417991685e-05	0.0041465651289821	1.42732761450736e-05	0	2.46840442338073e-05	0.0151836641569701	0.0211900769708092	0.00283987715880197	0	0.00141410989096725	0.000811688311688312	0	0	0	0.000749625187406297	0.00345717911688766	0.00454518270438371	0	0	0.00242926550442984	0	0.00214353656739413	0.00649644391947928	0.00152892561983471	0.000726977007811922	0.000889092838500588	0.000415814823798468	0.00200876110264043	5.08498277462085e-05	0.00483775031392505	0.00267170866044638	0.00119596186992156	0.0163526788995321	0.00179399013305427	0.00104138368197048	0.0101449879176735	0.0135610920483366	0.00278013316837877	0.00506947736970714	0.00203503252306578	0.00398463892818988	0	0.00168051389172465	0.000657045921536771	0.00271545196609166	0.00172956518731191	0.00264070357528301	0.00169340911758295	0.0010763341038907	0	0.00344645359924638	1.38291546237778e-05	0.00936403756931085	1.29639472626625e-05	0.0132464795970809	0.000604160543417916	0.000923623445825933	0.00157860525582691	0.00193017014582039	0.00033478406427854	0.00297868379409848	0.00363336085879438	1.32957506780833e-05	0	0.00101342307545222	0.000514127803603179	0.0552160440695473	0	0.00053271099160346	0	0.00364767488698921	0.00126134390459653	0	0.0233765061600253	0.000522639806148145	0	0.000731826313221662	0	0.000166417041105009	0.000638875578980993	0.000190566936636494	0.0264027897287261	0	0.00010584250635055	0.00920464700625559	0.00380728229267617	0	0.000855709648863972	0	0.00354505169867061	0.000118756383155595	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus	0.00285790082963535	0	0	0.00184571500482403	0	0	0	0.00342247081960514	0	0	0	0	0	0	0	0	0.000618490040904682	1.66613905596561e-05	0	0	0	4.9079754601227e-05	0	0	0	1.11032154912063e-05	0	0	1.01928486973539e-05	0	5.76103237700196e-05	0	2.71550963327042e-05	0.00238190252905672	0	0	0	0.00199091597274792	0	0.00188214854495439	0	0	0	0.00336193486878418	0	0	0	0	1.39542023080251e-05	0.00236331792956469	0.00343945061435305	0.000747577847773215	0	0	0.00424565560821485	2.28154232261008e-05	0	0	0	0	4.05844155844156e-05	0	0	0.00384244446825773	0	0	0	0	0	0	0	0	3.76969666507502e-05	0	0	0	0	0	0.00208484293759455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14881786641546e-05	0.0016871568641009	0.00011316057485572	0.00213905129833932	0	0.00104503445347964	0	0	0	0	0.000992894598032827	0	0	0	0	0	0	0	0.000279039090839908	0.00177835610496638	0.000581837712035089	1.63810896700849e-05	0	0	0	0	0	0	0	0	9.52834683182468e-05	0	0	0	0	0.000103834971618441	0.00288485146083968	0	0	0.000236336779911374	2.37512766311189e-05	0	0	0	0	0	0	0
